MS:1000894_[sec]	MS:1000040	MS:1000041	S/N	peak_count
241.9387	657.469787597656	2	1.7667	25
246.5214	553.467041015625	2	3.05836	42
252.8652	588.074768066406	2	1.64794	36
255.7579	604.050659179688	2	1.28085	30
256.7982	692.077331542969	2	1.34787	23
257.5555	508.0361328125	2	1.9045	26
258.9187	492.061309814453	2	2.05357	58
261.8092	500.049682617188	2	1.33253	24
263.2885	700.065002441406	2	2.0079	39
268.4161	684.088623046875	2	8.53629	76
273.3227	588.076171875	2	1.86988	18
276.0251	508.036163330078	2	2.3584	25
278.7735	692.077941894531	2	1.21403	18
280.5882	492.060943603516	2	2.22563	42
282.9177	726.520385742188	2	1.74581	31
288.693	500.049835205078	2	1.13918	19
314.5085	604.0508	2	3.5269	30
338.4223	638.9983	2	3.22886	53
436.3601	500.048492431641	2	1.29327	23
467.391	604.049133300781	2	1.88597	23
484.8675	500.04931640625	2	4.95659	26
492.2634	604.049682617188	2	1.35098	18
503.845	700.063049316406	2	2.82732	28
519.5436	604.048522949219	2	9.4324	29
534.5578	508.037994384766	2	1.41473	21
547.6631	700.062561035156	2	1.75499	24
553.1149	604.049438476563	2	4.37703	31
563.8999	500.049102783203	2	1.21334	17
571.381	604.049926757813	2	2.08418	27
587.7964	500.048370361328	2	5.05119	23
589.6876	711.050354003906	2	1.15711	18
603.0948	604.050231933594	2	1.98326	23
611.873200000002	918.5476	2	1.8044	27
629.264599999998	692.078857421875	2	1.2055	22
632.147200000002	604.048889160156	2	3.82341	18
635.6964	700.062683105469	2	2.02431	36
642.3495	508.036865234375	2	1.39642	28
657.438499999998	700.064025878906	2	3.70096	23
666.991999999998	623.023071289063	2	8.00597	45
674.0796	588.075073242188	2	1.56204	24
716.752399999998	692.076843261719	2	2.2344	29
728.873500000002	700.066162109375	2	1.48759	23
742.396600000002	700.063293457031	2	1.17261	23
757.024099999998	500.048522949219	2	4.25229	23
759.903499999998	604.049743652344	2	8.48275	24
770.2515	527.009765625	2	3.07185	33
803.0286	700.064453125	2	1.32989	29
817.762399999998	500.049072265625	2	5.64251	30
827.576299999998	604.050720214844	2	2.17877	14
844.131	692.078430175781	2	3.38968	28
863.3559	527.009460449219	2	3.70514	44
876.275500000002	604.049377441406	2	1.93484	25
885.989299999998	500.049072265625	2	2.57134	26
891.636799999998	527.009826660156	2	6.04353	35
921.0078	553.467102050781	2	2.71829	63
943.394599999998	649.48046875	2	1.88654	23
962.880199999998	553.467224121094	2	2.44102	50
1071.4637	553.4646	2	3.13428	48
1087.337	581.630187988281	3	12.5945	424
1112.6839	581.631286621094	3	11.4504	336
1136.095	638.323791503906	2	15.2916	180
1198.4326	499.287	3	14.1878	303
1210.5518	442.607543945313	3	15.4507	245
1211.5806	472.781799316406	2	9.02994	249
1220.543	561.800231933594	2	6.41568	191
1233.9425	449.591247558594	3	16.2778	313
1235.7526	411.554107666016	3	12.2261	300
1254.2519	411.553344726563	3	11.9803	293
1269.5275	465.614410400391	3	13.4195	263
1273.4542	583.87646484375	2	7.34655	150
1286.7637	411.552551269531	3	8.06866	232
1293.3998	403.260681152344	3	13.4454	303
1299.3016	413.265808105469	3	10.4146	263
1312.0031	442.607696533203	3	11.2558	325
1314.8574	588.8603515625	2	10.2935	312
1326.4436	404.260681152344	3	14.9104	233
1330.8297	432.270263671875	3	10.7267	336
1337.1934	588.8599	2	9.77053	260
