MS:1000894_[sec]	MS:1000040	MS:1000041	S/N	peak_count
244.023	553.470642089844	2	2.982	54
251.05759999998	588.076232910156	2	1.51502	17
253.91080000002	604.051452636719	2	1.33273	19
258.48349999998	500.049713134766	2	1.33083	31
260.18590000002	700.064025878906	2	2.87103	24
261.3249	796.078430175781	2	1.21191	18
262.2483	492.060272216797	2	1.99278	41
266.00920000002	692.077880859375	2	2.02275	29
267.34570000002	508.035980224609	2	1.27357	17
271.46599999998	588.075012207031	2	1.25046	32
274.87750000002	604.051147460938	2	1.97221	31
278.2482	892.091430664063	2	1.26033	30
281.1627	492.061370849609	2	2.05171	48
286.54789999998	500.049896240234	2	1.52647	26
296.83999999998	508.037200927734	2	1.18694	24
318.453	700.064208984375	2	1.27608	27
327.88990000002	684.086181640625	2	10.5492	80
335.71480000002	508.035522460938	2	1.1756	19
337.76740000002	527.008972167969	2	2.84194	43
341.6934	692.07763671875	2	2.6388	27
343.47139999998	492.062072753906	2	2.31698	40
347.4561	604.050842285156	2	1.61584	30
348.90220000002	588.076049804688	2	1.34211	30
353.4852	1084.11962890625	2	1.7797	20
360.1845	508.036834716797	2	1.15862	7
367.4082	692.078308105469	2	2.22345	27
370.7013	500.049285888672	2	1.25467	23
376.78729999998	492.061309814453	2	1.98619	41
385.506	796.076843261719	2	1.25022	30
391.67149999998	500.049713134766	2	1.24068	22
422.2308	527.010437011719	2	3.91858	35
427.60459999998	604.051940917969	2	2.72098	32
460.63060000002	692.07763671875	2	1.5061	22
467.93659999998	500.050476074219	2	2.42734	16
479.50369999998	508.036071777344	2	2.23289	28
523.21249999998	500.050354003906	2	1.32065	23
548.38459999998	553.464172363281	2	3.42083	54
569.94019999998	604.051208496094	2	3.1442	25
581.03410000002	527.010559082031	2	4.06212	25
590.83090000002	500.050628662109	2	1.94287	16
663.2187	500.050506591797	2	3.41474	22
676.11130000002	588.07568359375	2	1.86613	39
684.1401	492.060699462891	2	1.89753	39
688.2003	500.049774169922	2	1.88307	33
689.35969999998	604.049682617188	2	1.23034	20
692.18710000002	508.036102294922	2	1.2987	21
696.70279999998	588.0771484375	2	1.90731	15
700.38949999998	692.076477050781	2	1.31338	18
703.7739	700.064636230469	2	1.2488	22
709.00180000002	500.049835205078	2	5.98861	14
710.7846	604.051208496094	2	1.44634	27
716.63530000002	596.065307617188	2	1.25743	10
891.5052	457.952667236328	2	6.05406	112
1225.95859999998	448.914123535156	3	11.9739	326
1247.63950000002	448.914306640625	3	12.3317	327
1279.52950000002	576.811706542969	2	6.67015	161
1298.60470000002	400.610656738281	3	10.6055	283
1313.37940000002	453.586578369141	3	7.21277	317
1325.97079999998	471.794097900391	2	7.64785	234
1340.77879999998	485.284210205078	2	19.645	238
1343.33830000002	505.850494384766	2	10.4623	246
1368.66160000002	413.264923095703	3	8.06329	390
1384.062	400.612243652344	3	9.89888	335
1399.8033	404.901794433594	3	13.9854	320
1401.64000000002	434.578002929688	3	9.89172	445
1404.04009999998	485.283905029297	2	18.4614	220
1405.37629999998	495.284820556641	3	11.6175	320
1420.4325	404.901336669922	3	13.3283	275
1421.61610000002	434.578186035156	3	9.85279	354
1423.26340000002	495.284820556641	3	12.7071	326
