MS:1000894_[sec]	MS:1000040	MS:1000041	S/N	peak_count
0.47023552002	364.700347900391	2	49.9869	359
0.76257884802	415.886596679688	3	40.5002	408
1.19005264002	896.985595703125	2	18.3221	675
1.43780729598	423.25	2	54.103	408
1.85965678398	378.234130859375	2	55.0094	340
2.14553892798	470.258422851563	2	38.3697	384
3.42062009598	710.323303222656	2	25.0332	430
3.66712918302	1140.39318847656	3	13.8039	798
4.24936265502	1126.32275390625	3	14.9729	788
4.809516495	1013.14984130859	3	13.8899	670
5.30524337598	1069.37646484375	2	17.7295	880
5.877369759	516.880859375	3	46.8225	406
6.09731207898	933.066040039063	3	13.452	582
6.54356028798	976.843872070313	3	13.2242	537
7.38353856	432.885314941406	3	26.031	351
7.88842415898	1105.39001464844	3	8.96642	413
8.33744143902	646.838562011719	2	37.6029	490
8.62469819202	478.82568359375	3	36.065	375
9.17037527898	1205.95080566406	2	12.6635	721
9.699395679	389.239501953125	4	32.271	365
10.59433798302	1069.15100097656	2	10.3651	460
11.04962047998	633.805603027344	2	36.147	506
11.58624588798	831.908508300781	3	18.4825	581
12.06844895898	852.913513183594	3	17.438	536
12.54009228798	1118.86791992188	2	15.1754	843
13.10848255998	734.7490234375	3	34.379	613
14.034256623	630.292602539063	2	33.3877	492
14.322965727	492.843566894531	2	53.9256	392
14.870122335	607.266296386719	2	31.2959	532
15.787597056	583.267333984375	2	40.2065	433
16.305540015	938.155090332031	2	17.1413	673
16.49708731098	1114.42553710938	2	10.1687	537
17.800187151	642.292724609375	2	41.0898	414
18.665173023	896.72412109375	2	21.2553	682
18.93354939102	1145.38757324219	3	15.0052	800
19.89212609502	625.277587890625	2	38.6013	473
20.39342071902	1127.8125	3	15.5438	769
21.32859190302	601.266723632813	2	33.4372	511
22.235572416	869.725158691406	2	18.4665	616
22.48132183902	678.803894042969	2	29.0234	551
23.04332350302	1034.45751953125	3	17.6543	802
23.58791724798	1088.12805175781	3	11.5266	482
24.05032324698	731.352661132813	2	22.8971	504
24.255784608	1033.36999511719	2	13.291	651
24.70714740798	691.300109863281	2	22.9585	468
25.20903648	909.8642578125	3	20.3909	784
25.75164435198	598.254638671875	2	34.5424	482
26.057252736	679.299438476563	2	29.2059	561
26.50135111902	1223.76049804688	2	13.6698	837
27.07197889602	986.385803222656	2	15.678	736
27.59334071898	1117.42700195312	2	11.789	621
28.09736563098	999.791137695313	3	19.502	861
28.65750729498	484.121032714844	3	65.957	354
28.92758231898	1171.44946289062	3	12.8315	720
30.60938350302	705.362060546875	2	19.3945	383
31.811980095	834.972473144531	3	22.2958	817
32.36975811102	1072.80334472656	2	14.4182	674
32.60259345498	1019.54833984375	2	16.7621	788
33.189359391	636.810485839844	2	39.338	493
33.72833403102	714.325500488281	2	24.9056	437
33.91830579102	1064.87927246094	3	12.0579	580
34.36667187102	730.879211425781	2	27.4993	566
34.911447903	803.229187011719	2	26.5674	754
35.47031851098	604.791320800781	2	69.8889	471
36.00347161602	758.221435546875	2	21.8183	538
36.24526430298	747.165222167969	3	28.1125	624
36.81400244802	558.260864257813	2	35.3211	394
38.80569475098	1249.38671875	2	10.0363	566
39.29634695898	589.267150878906	2	28.6874	464
