MS:1000894_[sec]	MS:1000040	MS:1000041	S/N	peak_count
0.46284500802	386.922973632813	2	68.2048	260
0.61484230398	634.612182617188	3	21.65	492
1.05745993602	623.907531738281	2	49.7309	402
1.1992176	472.92578125	2	46.6698	362
1.619571552	453.952301025391	2	86.5184	372
1.78368731202	585.960510253906	2	47.5478	415
2.210807184	691.867980957031	2	16.897	485
2.42644176	755.916320800781	2	20.3628	453
2.859543984	736.942138671875	2	15.5025	401
3.04604272002	434.978759765625	2	42.4845	378
3.58929742398	604.93408203125	2	105.62	403
3.742019568	537.904846191406	2	35.3014	360
4.17314259198	508.019805908203	2	33.0968	385
4.388266128	532.890563964844	2	35.5799	475
4.81550139198	774.889587402344	2	16.0693	460
5.0677428	357.666107177734	2	35.6341	345
5.48850027198	544.04150390625	2	45.2565	508
5.893231296	842.851623535156	2	12.6474	522
6.437766369	394.904693603516	2	23.8246	256
6.58557864	535.030578613281	2	27.9416	359
7.01544995298	562.895690917969	2	26.4256	340
7.20669481698	494.943542480469	2	38.2546	413
7.629439569	347.991943359375	2	45.2058	373
8.01455454402	887.924072265625	2	12.9469	434
8.552805585	481.930999755859	2	82.2705	415
8.836931073	384.048492431641	2	52.8592	413
9.38790644898	342.457244873047	2	45.3114	301
9.67633396902	648.969909667969	3	21.8256	514
10.11787996902	634.948669433594	2	22.6348	447
10.37826750498	513.917053222656	2	42.6906	413
10.80311315298	661.536437988281	2	18.0822	499
11.089853889	640.027709960938	2	20.9722	511
11.647481136	359.970245361328	2	49.452	368
11.93803643298	615.918823242188	2	29.6465	545
12.379330977	849.977966308594	2	9.67084	479
12.91970267298	476.893096923828	2	39.968	418
13.815793359	631.390808105469	2	27.2883	476
14.06929735902	540.887451171875	3	43.7716	407
14.500680495	672.894165039063	2	19.226	492
15.03555012702	463.080474853516	2	48.881	390
15.51916044702	352.962341308594	2	61.9489	361
15.79768596702	546.073852539063	3	24.9263	455
16.231249215	793.046813964844	2	9.4375	424
16.76473713498	407.9462890625	2	61.8771	367
17.634838545	637.905212402344	2	19.946	492
18.16898971302	596.944885253906	2	28.5108	499
18.702495312	695.023376464844	2	16.4109	393
19.217487072	717.968505859375	2	29.1816	464
19.52206163202	552.980773925781	2	43.9893	478
19.95654740802	580.056640625	2	33.058	484
21.228380352	393.059448242188	2	77.762	397
21.73069292802	683.872619628906	3	15.266	466
22.27915998402	645.5908203125	3	19.7108	439
22.82538223998	414.064727783203	2	58.8329	404
23.12111521602	740.857421875	3	21.1178	460
23.68108278402	381.908538818359	2	51.2895	362
23.96635120002	698.995178222656	2	14.7763	434
24.526936992	378.546142578125	2	75.8938	354
25.41741108798	508.019500732422	3	33.1564	414
25.945060896	464.936767578125	2	42.7515	399
26.223802608	789.176330566406	3	14.0944	386
26.658878784	785.931701660156	2	10.6475	376
27.93735190398	688.886596679688	2	17.8396	445
28.84846697598	628.900451660156	2	24.2515	435
29.381487087	906.897399902344	2	38.4658	322
30.292687329	747.166015625	2	16.9383	412
30.82862473602	408.064727783203	2	68.2909	418
31.34483363202	767.032348632813	2	13.1344	371
31.64315425602	1230.94384765625	2	8.95383	118
32.06413678398	793.544006347656	2	7.75353	350
32.975485824	729.142944335938	2	16.0855	388
33.27799086402	1095.01965332031	2	4.78253	149
34.56844590402	505.101654052734	2	31.9261	451
35.09176399998	573.084289550781	2	31.9827	432
35.39294028798	699.092041015625	2	13.4218	370
35.94918406398	823.877563476563	2	10.1894	326
37.990378608	619.8984375	2	29.7435	429
38.29286719998	466.009155273438	2	36.5918	399
38.846763696	508.026214599609	2	35.0034	377
39.747587808	561.083801269531	2	33.9666	418
42.49914492798	441.075653076172	2	53.0371	388
42.76427844798	395.92822265625	2	60.2307	351
43.315513344	559.244445800781	3	31.0478	413
43.85405108898	431.944549560547	2	34.5648	322
45.10896881502	506.054870605469	2	28.8991	403
48.651129393	338.431457519531	2	27.8923	277
49.53937782402	630.897644042969	2	20.8032	390
50.44846428798	697.21826171875	3	9.73613	332
54.33700051302	344.946838378906	2	44.4444	323
57.080939391	683.871032714844	2	13.2087	403
61.68395900898	546.399475097656	2	24.4853	395
62.97268336002	513.916809082031	3	32.4566	368
64.6246584	493.439819335938	2	24.5024	345
66.2782632	712.065368652344	2	9.79562	351
67.93694164698	435.075714111328	2	78.2708	412
68.21683300698	424.948974609375	2	31.3173	393
72.13522639998	534.007019042969	2	25.5852	332
73.40519627202	477.091979980469	2	37.6357	369
75.428779776	503.107513427734	2	32.0014	410
75.724140816	597.996826171875	2	30.4406	411
81.131392368	424.5703125	3	28.2402	292
81.65139092802	546.072998046875	2	31.0185	404
82.554497184	498.973907470703	2	40.0181	357
84.96967830402	682.049865722656	2	11.4371	401
85.505685216	731.039306640625	2	13.1161	317
86.039690976	1019.93267822266	2	7.8398	190
88.081862481	546.066345214844	2	28.8545	376
88.60610875302	711.03125	2	8.53341	303
89.52045891198	579.023193359375	2	26.8482	439
89.82095334402	494.095092773438	2	25.3714	367
90.248450064	574.469482421875	2	15.418	345
91.16516718402	557.035095214844	2	24.3569	382
91.46118020802	450.080993652344	2	37.9182	358
92.01040289598	645.087036132813	2	15.4343	374
94.821960624	532.953430175781	2	23.0392	365
97.24053492798	588.969299316406	3	46.5758	396
99.67597211202	876.432800292969	2	5.41462	232
102.86666956902	823.365295410156	2	6.19533	264
107.564172096	705.876953125	3	10.6975	295
109.61887580898	573.094360351563	2	38.4138	396
114.322404096	676.049621582031	2	14.0929	356
