MS:1000894_[sec]	MS:1000285	S/N	peak_count
0.0652813429999998	160776816	3.80385	995
0.427793632	193467504	3.07947	666
3.675621839	155871136	3.60982	864
5.028974863	152689520	3.75856	876
6.36954223900002	148874304	3.61083	911
7.45964950300002	145564016	3.91788	852
8.15949243100002	131584640	4.04401	809
8.98747007899998	145703520	4.04735	974
9.54744374299998	133111872	3.85389	893
10.055327535	155576640	3.83448	970
10.758681375	142385696	4.09176	1060
11.457794608	152880272	3.99704	905
12.251294527	135651280	3.99148	911
12.757123136	144885424	3.98279	860
14.769331679	134527712	3.85475	909
15.263323887	143763328	3.77284	947
15.772813263	138260000	4.23371	1089
16.149692959	133286224	3.88714	1025
17.719294127	135079120	3.74404	924
18.547292895	136394352	3.98889	927
19.032479391	151824096	3.79595	974
19.404867887	142250336	3.78583	931
19.881465631	138471936	3.91036	955
20.430948543	132841104	3.65617	886
20.930695535	139788288	3.90481	1007
22.093792959	135783136	3.86437	902
22.603161455	127173648	3.60127	963
24.064650112	123270760	4.16704	911
24.939011439	134616608	3.55932	1032
25.448705391	116638768	3.6181	813
25.824348975	132924752	3.83002	942
26.640350655	131302992	3.67184	982
27.126057759	130678336	3.85749	1064
27.912905391	127632952	3.78742	839
28.280791504	136977104	3.65461	944
28.814633488	122766696	3.78412	941
29.310496191	134692304	3.67943	875
29.682488687	133232520	3.90311	911
30.050137535	133674152	3.90808	1049
30.566983823	135876464	3.63229	940
31.122972527	137867744	3.89947	967
31.917602655	119247432	3.76926	866
32.490438159	117708856	3.98552	952
33.008415903	107118384	3.78348	823
33.836423279	119246776	4.04467	878
34.211031391	118704904	3.87983	824
34.996281135	123102160	3.88789	837
35.496731295	127479144	3.81333	884
35.960976862	128996304	3.65213	1038
37.158836014	108081240	3.80419	817
37.698563968	125776128	3.71854	932
38.16604656	117427464	3.85871	870
38.538550928	132861248	3.6503	963
38.904689775	126277736	3.7732	940
40.026776496	124351720	3.73423	897
40.40124448	131217840	3.81091	976
40.765989504	128297672	3.74522	921
41.130353247	126613824	3.80182	855
41.494472543	132790856	3.67919	969
41.8610852	124499968	3.84254	948
42.22557992	130360472	3.74472	876
42.590228495	120414432	3.81045	839
43.303937071	131173608	4.02631	886
43.677918528	133582288	3.92346	947
44.044548368	127815608	3.79157	915
44.409177584	116616416	3.76795	841
44.976263887	116620056	3.7189	881
45.349029055	126515576	3.9269	830
45.916873455	131521768	3.83206	876
46.720014175	122402168	3.73078	889
47.186595903	129314080	3.87346	1004
48.492974671	125418664	4.13911	829
49.990565903	122734368	4.04522	914
50.502529567	129980520	3.85974	993
50.874659344	118186760	3.83568	941
51.392880448	119873216	3.95581	877
52.580239503	129220904	3.78171	968
52.954336671	124590872	3.74896	948
53.318580511	120460504	3.98522	998
53.683818799	123744832	4.10292	851
54.050437295	129204280	3.91801	889
54.414577471	121264184	3.99417	781
54.934418143	116853096	3.92719	998
55.44528512	140536784	3.85829	930
55.94364392	103724928	3.76202	783
56.317257232	126704232	3.7512	881
56.682025551	124362464	3.79355	960
57.229890271	114612360	3.99681	878
58.214216783	117433024	4.06259	973
58.601110367	113866064	3.74172	831
59.596847599	126563904	3.83713	900
60.4861908790002	119054424	3.65038	905
60.8605473430002	109723744	3.97259	1084
61.226299695	117687072	3.94318	875
62.0616287509998	119367536	3.81035	900
62.4359955829998	118179840	3.68022	857
62.8002396949998	120438888	3.68754	838
63.1650009430002	113311776	3.39027	1018
63.656089776	122737096	3.6194	963
64.033356528	115178632	3.47954	888
64.5940746079998	121491264	3.46159	947
64.967332767	121286520	3.6244	891
65.4276888	118367424	3.55923	919
65.9210507839998	112534984	3.70858	819
66.4737779200002	120373984	3.73695	863
66.8451586549998	118507120	3.88976	879
67.2095516320002	125174200	3.97205	942
67.737878112	113575008	3.73772	917
68.2021108639998	113159920	4.021	1029
68.5762319029998	120526704	3.73841	926
68.9405995519998	122724176	3.98283	845
69.305741967	116612760	3.7743	968
70.1873306710002	111506000	3.86097	873
70.5614397109998	112350600	4.05877	992
70.9260534070002	112103288	3.79362	891
71.2900687510002	128386424	4.13135	894
72.1577099350002	124432328	3.92536	917
72.6875399350002	126914952	4.11056	899
73.4688708310002	138935936	4.20999	1030
73.847138688	126185432	4.40388	983
75.0498364960002	136663808	4.39604	924
75.4244744470002	132573200	4.56009	1066
76.3190833270002	125834608	3.8852	932
76.693448847	130423800	3.99879	939
77.2598138710002	123954064	4.0307	1043
77.7682871830002	116548408	4.09869	1199
78.2577773749998	127870680	4.10501	997
78.7838792629998	109901472	3.82664	958
79.1568719509998	132704432	3.70592	932
79.5216362230002	130923760	4.16258	1041
80.0524776469998	130675008	3.75527	963
80.5575986710002	115881016	4.02389	828
81.0637105909998	129724416	3.66561	1058
81.6337049269998	112950096	3.88417	887
82.135430511	112143704	3.89602	890
82.5076684630002	122437736	4.03049	1049
82.8725504470002	113053824	3.73842	899
83.2365391360002	133942704	3.85758	990
83.601023679	117850032	4.00222	996
83.9677587829998	135364848	3.92513	1049
84.3417505120002	123040944	4.1168	1014
84.708015807	132907832	4.20858	914
85.2074930389998	134138000	4.265	930
85.7679608800002	136747248	4.29532	1051
86.1417111520002	120388992	4.36378	1017
86.5073516629998	115066440	4.47707	1061
87.036694767	133418448	4.48344	1145
87.5969376469998	140823712	4.55982	1084
88.1714246230002	135397632	4.92498	1144
88.712395791	146151488	4.65404	1001
89.0856788629998	147826496	4.69276	1096
89.637503871	136999776	4.70728	1035
90.012497823	151040528	4.82659	1164
90.378766239	162116608	4.85023	1078
92.0694628789998	154056368	4.96022	1101
92.6174462389998	145217584	4.76083	1201
93.1374350230002	157488496	5.20449	1264
94.4147826709998	149751184	5.00152	1040
95.6880408319998	136310336	4.77726	1022
96.2251069600002	158097248	4.99162	1317
96.6005033269998	147982256	4.84352	1062
98.6528060149998	157962640	5.2694	1162
99.0280687669998	158590144	5.08471	1118
99.561280191	142020352	5.14483	1097
99.9374276470002	163121392	5.01043	1129
100.506639935	166142720	5.1472	1130
101.306885055	148518688	5.00707	1142
101.861102239	140286416	5.36428	1246
102.236472495	155804912	5.08954	1203
102.601362255	128420960	4.81624	980
103.138442383	156755888	5.0938	1132
103.51169144	156736720	5.16013	1152
103.879462143	158119312	4.96352	1192
104.451057472	174220576	4.89672	1228
105.028924816	147528064	5.1465	1123
107.021157327	152098976	5.03531	1052
107.8488836	136390016	4.98605	1098
108.331085664	150572464	5.33999	1114
109.653175887	149661984	5.00701	1189
110.030819679	151643792	5.14023	1161
110.595917536	136467936	4.85417	1065
111.084030896	158669504	4.89198	1231
111.622896256	151832288	4.81506	1276
112.5527784	145604848	4.87298	1159
113.100991536	137737616	4.83412	1025
113.625090336	133789440	5.06304	1396
114.171444303	157562112	4.93781	1162
114.546196288	151151936	4.88819	1192
114.911560768	162363696	4.93563	1052
115.286950447	152666000	4.96686	1181
115.796910767	154581296	5.03867	1089
116.182914575	163595648	4.88184	1219
116.549043664	154555904	4.98229	1190
117.05890088	154290672	4.80702	1100
117.908916368	151049040	4.91636	1060
118.43924104	149106640	5.28399	1340
118.938474911	144401232	4.80583	1204
120.256966415	159049616	5.01052	1194
121.056307503	139439936	5.34783	1299
121.578047136	144942144	5.09971	1236
123.57262416	140713920	4.96855	1222
125.16471728	146194832	4.96301	1129
125.937957072	141852944	5.12584	1129
126.312832448	147308768	5.10719	1258
128.112665152	127028600	4.88743	995
128.900031071	146983344	4.89195	1149
130.092343903	147076736	4.94864	1088
130.467733871	140467088	5.23777	1174
130.972709775	148017760	5.23489	1284
132.620562927	150779984	5.05178	1108
132.995777919	150179088	5.27589	1226
133.360644639	148997456	5.254	1147
133.728661439	152588416	5.05027	1106
134.275637072	150661184	5.17469	1280
134.822364543	146582160	4.83133	1067
135.342111504	131970416	5.03229	1054
136.844098703	144137312	4.98075	1144
137.700441631	151949520	5.33522	1175
138.078312367	147913680	5.13258	1254
138.592396735	147343744	4.90764	1108
138.967166463	144789712	4.99872	1052
139.833641968	156088656	5.0094	1220
140.208490127	153017056	4.86159	1074
140.573624368	153236512	5.02249	1320
140.940496895	143895168	4.66496	1194
142.280355823	137376704	4.95863	1254
142.824318159	138307440	4.78349	1134
143.389930079	136036912	4.81098	1047
144.30803376	144244512	5.18639	1125
145.592260015	141185072	4.96834	1197
145.968358463	140158752	5.10894	1142
146.33435984	146633024	5.05678	1141
146.699343103	146736208	4.75435	1152
147.065858399	150364592	4.71802	1116
148.365692879	140528320	5.15303	1238
148.882056879	132977584	4.98119	1119
150.465768847	144229808	4.92778	1098
150.84165256	145306224	4.90874	1174
152.016131791	147248240	4.8515	1235
152.538360271	130287208	4.90596	1153
153.409724959	129783304	4.72474	990
154.241696895	126138192	4.9414	1165
154.616190015	141525856	4.91783	1112
155.134907791	137495088	5.00463	1117
155.679273711	146542448	5.06631	1180
156.230139439	134938160	5.0694	1000
156.723869568	132860344	4.84965	1039
157.097258863	137328720	4.71442	1117
157.643599999	138441056	4.89737	1092
158.534993359	131841064	4.90145	1112
159.36783472	142893328	4.88614	1195
159.743940208	127280888	5.01268	1336
160.110416655	149651424	5.11255	1222
160.47593136	143685728	5.21986	1327
160.990772992	145891344	4.8478	1082
161.363886751	146636528	5.01614	1059
161.731901871	153976592	4.9315	1259
162.586876319	132693816	5.31677	1194
162.963014896	145867024	4.9868	1207
164.571728351	147963008	5.02908	1184
165.137420831	145170944	5.06953	1182
