MS:1000894_[sec]	MS:1000040	MS:1000041	S/N	peak_count
0.456145152	464.174835205078	2	49.9064	395
0.713310751999998	384.048461914063	2	48.0133	389
1.138017599	349.032867431641	2	40.3643	388
1.646627215	394.247253417969	2	44.3457	408
1.868877487	567.100280761719	2	53.7332	357
2.791347055	358.190155029297	2	41.1381	380
3.673825423	393.059417724609	2	44.6553	290
5.582283984	492.982879638672	2	25.8045	276
6.75376753600002	615.156372070313	2	20.629	377
8.68709718400002	441.658538818359	2	32.0313	244
9.13078073599998	435.521575927734	2	39.2344	305
10.028690991	386.922912597656	2	43.3009	306
11.971260688	587.996826171875	2	28.5602	353
12.163888768	366.518859863281	3	38.8062	281
14.535222319	501.111419677734	2	57.8789	382
15.384815456	727.746398925781	3	17.8665	394
16.295043712	622.487976074219	2	27.3591	390
16.79706448	435.035675048828	2	44.8201	317
17.011290719	441.658447265625	3	49.1502	348
18.661359503	359.028198242188	2	48.1113	377
18.944514159	379.169647216797	3	45.051	383
19.862588943	506.637176513672	2	28.185	249
21.786919263	495.857330322266	2	34.1549	389
22.304557087	506.1908	2	40.7067	427
22.573420399	466.0402	2	29.1315	306
23.116891215	556.153747558594	2	44.4604	440
25.843450608	435.075561523438	2	43.906	339
26.311349968	571.164611816406	2	45.4571	411
26.575610383	465.5552	2	37.2139	323
27.120926032	659.1118	2	23.2416	427
28.017788527	784.7788	3	15.3958	426
28.932770095	728.650268554688	2	13.6349	387
29.839492176	676.102111816406	2	22.7979	436
31.488586543	408.065063476563	2	52.2089	340
35.653726143	806.0608	2	11.1129	357
38.017063472	407.947113037109	2	47.4217	357
40.724361584	453.023986816406	2	53.111	366
43.065687775	451.901916503906	2	34.7487	270
47.196841504	357.666046142578	2	35.8419	316
48.070325727	619.196716308594	3	23.1709	330
48.541848816	758.2219	2	12.3307	374
51.276249199	491.179992675781	2	41.4529	419
54.721823888	492.9832	4	30.1815	323
55.203072992	493.991485595703	3	24.8123	254
56.033810703	684.203857421875	2	17.9828	413
58.398338672	477.25048828125	3	28.1541	298
58.857146192	551.489562988281	2	33.1581	362
60.823538463	412.915252685547	2	47.9508	358
61.335680751	411.913940429688	2	54.3005	349
61.8463017430002	667.1767	2	25.1737	493
62.753757135	683.115905761719	2	25.3876	481
64.756320192	714.325317382813	2	23.8038	475
66.0443027509998	631.951416015625	2	25.3249	382
66.529446351	532.6379	2	34.1744	328
66.9874440640002	639.0537109375	3	37.3873	465
69.7366095349998	555.6631	2	34.8656	356
74.2483724320002	409.180206298828	2	43.0194	394
74.7612821599998	407.0574	2	54.3036	385
77.4767989429998	613.1863	2	29.0679	423
79.073766528	422.944030761719	2	70.348	399
79.591413567	548.2072	2	37.1445	388
