MS:1000894_[sec]	MS:1000285
3.93007392	10385578
26.10147066	11892041
27.33634938	53586.44921875
38.29387674	48473.29296875
51.4496409	8440.673828125
52.57349754	80529.8046875
64.39299546	11866.3818359375
80.11302522	29955.291015625
92.2417065	9741.0234375
93.3725481	3854.41528320312
111.04469658	10296436
133.52211834	10386955
134.83897146	12444.9033203125
152.03417658	14271.6484375
164.5623705	6825.76708984375
165.6863769	17037.484375
177.44588154	18634.015625
189.25782624	6553.68896484375
206.91579072	9880318
208.26267168	2628.60888671875
218.13231258	5273.90869140625
235.98310842	10312736
237.31045242	23630.69140625
249.63156762	3741.92944335938
263.1101769	11065.7392578125
264.23363226	5119.06103515625
281.9122041	9696698
283.23874074	17633.3046875
297.32331258	17468.052734375
309.99904026	10568.9619140625
311.12262522	5995.357421875
328.74104538	10203831
330.06752058	18221.978515625
338.14449018	7260.2783203125
355.94241114	9920659
378.1492521	9389783
399.95121498	9623807
421.82211546	9149620
423.15489498	4729.57763671875
440.03371194	1315.25244140625
453.65080698	12441.861328125
454.77466458	2914.04907226562
472.45429338	8909995
473.7868617	19985.818359375
485.17146138	46691.52734375
502.9769625	9183422
504.31289664	7319.580078125
518.27638938	1752.88342285156
532.66140762	12622.3935546875
533.7855657	3703.9912109375
551.14258842	8528689
552.51263706	6655.609375
562.94435322	16689.140625
580.6077321	9001442
581.93820954	8294.654296875
591.15209376	4927.18603515625
608.99471706	9443348
610.33831008	42032.55078125
621.65316474	31106.462890625
634.8392313	53606.75
635.9627184	4791.36572265625
653.63542362	8143695
654.9751584	2490.9228515625
665.7678096	3674.337890625
683.65444512	8013749.5
705.9598128	10091052
727.79271162	8189768
729.11887776	24253.1328125
736.813152	48349.70703125
754.66318746	8465305
776.93173242	7827959
778.27300992	7852.7490234375
791.67411264	25907.40625
809.53150272	8195951.5
832.35412992	8566382
854.22466656	9168619
855.54991968	15950.1591796875
865.57764	3933.16967773438
883.24039296	7614497
906.14628096	8071516.5
907.46415456	8552.9814453125
921.70749978	4769.326171875
936.12242208	14072.056640625
937.24608858	2460.74609375
954.88767066	7974917
977.21323866	7850542.5
999.04521888	7882278.5
1020.8935449	8522602
1022.22655296	6258.11669921875
1036.13121402	10469.4345703125
1048.92744378	7495.77197265625
1050.05908506	17337.05859375
1061.83309146	5852.55810546875
1072.58141562	4959.4287109375
1090.41769626	6946123.5
1091.76524826	6278.43896484375
1100.26999674	13843.611328125
1118.08270842	8168218.5
1140.3439257	6703004.5
1141.67622906	2408.15234375
1156.3234377	2466.24291992188
1174.18181946	7018904.5
1175.53220346	18630.560546875
1188.37046976	7294.77197265625
1206.041304	6801869.5
1207.38429312	1371.58203125
1221.52770426	2038.63720703125
1235.68840602	9289.60546875
1236.81207258	3123.01000976562
1254.49811418	6388876
1255.84703034	1372.79956054688
1268.63516058	2360.02075195312
1286.52817716	7616217.5
1308.8867856	6433458.5
1310.2430016	27089.853515625
1318.74165504	4950.11279296875
1336.41081408	7111423
1337.77601184	9104.669921875
1350.54730272	20128.357421875
1368.29299482	7158988.5
1369.65023232	22496.578125
1384.49937312	27543.236328125
1398.02963328	5512.40771484375
1399.16950848	5722.19482421875
1416.8481264	6565845
1418.36956128	32351.5703125
1429.34771808	75707.078125
1442.4808272	7500.99658203125
1443.6052272	190606.125
1455.43162656	1451.69250488281
1474.58723424	2099.28540039062
1489.04758848	14069.7490234375
1490.17081824	5283.69287109375
1507.83476832	7280416.5
1509.38810112	2497.72265625
1520.41779744	5158.51611328125
1538.261616	6871772.5
1539.60472224	9567.46484375
1549.71238362	1975.89331054688
1563.28118586	28911.056640625
1564.41926202	4034.3447265625
1582.09835712	9248830
1604.56064634	8342311.5
1605.90855258	9975.3759765625
1616.6105481	6732.587890625
1630.18675002	4950.4150390625
1631.3101833	23405.4375
1648.95160026	8316091
1671.43685178	8656445
1672.80726522	5065.05517578125
1683.52461978	5015.31494140625
1701.37505274	8841821
1702.73211642	49700.96484375
1710.36645498	107531.6640625
1728.1490697	8260906.5
1750.57306074	8784977
1772.4202032	8352038.5
1794.28360986	7526059
1795.66909818	1347.96350097656
1805.42698746	4710.544921875
1823.28424608	6924764.5
1845.70251162	7723313
1847.0577849	1377.37951660156
1861.39054746	5269.8369140625
1879.27780218	8163447
1901.6720841	8290104
1923.61813434	7204068.5
1924.95134874	6383.1982421875
1938.93907866	10479.3720703125
1951.77933882	34664.88671875
1952.90310426	20858.7890625
1970.54601594	8622161
1971.90161082	13409.4228515625
1984.41067674	38444.9921875
2002.13287194	8622022
2003.49820122	10606.44921875
2013.79471488	34405.18359375
2031.65218938	7737143
2033.00379648	37511.16015625
2043.79385568	12342.2001953125
2057.18942688	10490.7333984375
2058.31399872	4894.51708984375
2075.9841897	6878107.5
2098.46202144	7256074.5
2099.80947642	4930.69775390625
2109.47817696	5308.59375
2127.26799072	7118503
2128.62626016	2232.86499023438
2135.56173882	5438.63818359375
2153.42013498	7596404
2154.97446618	4842.5380859375
2167.24125498	18747.96484375
2180.63702106	5585.40869140625
2181.7609641	140603.625
2199.43278426	7097921
2200.80318426	1927.66491699219
2212.40448474	5440.6328125
2230.21750272	5975000
2252.545128	6975913
2274.38392224	6622473.5
2296.92215328	6119936
2298.26284992	70272.515625
2307.85493184	206086.5
2325.6987024	6094882.5
2327.22347328	8044.66845703125
2335.91321754	4822.50390625
2353.76265888	5538347.5
2355.11619258	12270.271484375
2369.36152032	7649.39697265625
2387.17484832	5322293.5
2388.54862944	9649.66015625
2398.52099808	13151.2177734375
