MS:1000894_[sec]	MS:1000040	MS:1000041	S/N	peak_count
0.459303472	476.174835205078	2	83.8941	289
0.589903632	471.763916015625	2	38.2149	353
1.013017392	633.303405761719	2	26.5911	578
1.250650272	627.156555175781	2	39.3349	523
1.68464144	482.174926757813	2	53.4221	422
2.182994353	399.059417724609	2	73.3115	383
2.456992737	511.25390625	2	46.9475	478
3.745092512	408.064636230469	2	64.1227	391
4.257098	606.132873535156	2	35.7714	444
4.512966432	566.6475	3	59.2549	486
5.066943504	561.74072265625	2	29.641	368
5.909779696	348.047576904297	2	50.5157	352
6.41736985600002	1025.40380859375	2	10.23	453
6.88923607999998	495.148345947266	2	78.2838	361
7.35403584100002	769.250854492188	2	18.5793	468
7.84131342499998	796.692138671875	3	22.8336	616
8.762220417	503.107635498047	2	37.2914	309
8.954468049	1114.89782714844	3	9.89815	539
9.89406764899998	515.132934570313	2	44.6971	431
10.405241729	609.141845703125	2	38.3393	424
10.874354657	464.038360595703	2	33.8845	307
11.035541585	692.135375976563	2	18.579	418
11.591026945	1277.1411	2	10.1571	680
11.863171265	492.1296	2	29.8676	280
12.778245617	819.176574707031	2	21.3976	645
14.789952577	1072.5424	3	8.14321	419
15.245861408	1059.20166015625	2	14.3252	685
17.266015089	671.111877441406	2	34.855	470
20.676831776	352.014404296875	2	46.8241	359
21.185226176	695.078674316406	3	27.8289	545
21.733357248	1208.25927734375	3	10.572	673
23.024761825	613.26611328125	3	40.1528	542
23.942246369	749.232543945313	3	15.0808	392
24.782723072	359.028411865234	2	40.8328	390
25.664958913	987.9933	3	12.6791	453
26.51205896	1014.11804199219	2	10.7291	460
27.72053768	1249.0806	3	9.97683	690
28.648391697	769.751037597656	2	23.7152	560
29.565129297	1183.94409179688	3	7.23321	416
32.226807632	987.318054199219	2	25.7951	668
33.153791248	997.348693847656	2	20.0672	399
35.074381024	651.145446777344	2	27.5725	445
35.940628705	565.121276855469	2	35.6225	399
38.606418992	344.875335693359	3	43.3893	353
39.120625072	571.16455078125	2	58.9072	489
39.652560544	566.986938476563	3	49.2043	408
41.994095008	759.164978027344	2	31.7937	592
42.536407872	1208.81665039063	2	10.8017	642
42.853086128	735.6019	3	24.4864	514
43.299584032	1083.9592	2	9.16747	436
43.769431569	749.904174804688	2	22.5659	527
44.681525824	657.832580566406	2	35.2675	491
45.219072368	600.191284179688	2	32.9962	415
47.530211489	1121.4493	2	12.1068	634
47.776079665	489.111419677734	4	28.8322	328
48.691950129	1095.12927246094	2	10.788	526
51.030267841	1045.90222167969	2	12.7571	579
51.922361057	1126.0303	2	12.8087	591
54.667446369	621.6253	3	22.5325	441
55.89990776	717.207763671875	2	23.4078	431
56.161399936	1010.94171142578	3	16.0978	632
68.7548551999998	1121.3575	2	11.0754	511
70.3649468809998	996.8417	2	20.6776	674
71.2946768959998	1039.47277832031	2	11.5749	455
71.521413792	1082.8606	3	12.7686	617
73.56011904	577.1279296875	2	43.2379	519
73.8639993769998	439.202117919922	3	36.334	430
74.2894856650002	536.165466308594	3	34.8033	347
74.4884858890002	1188.58349609375	3	9.78835	502
75.4244574880002	409.18603515625	2	36.1462	400
76.3090578400002	357.684539794922	2	35.3759	277
77.5521548320002	702.3954	2	23.9852	517
77.853928992	545.147094726563	3	44.0747	477
79.144260144	642.292297363281	2	34.5936	507
81.1457061919998	1244.90844726563	3	10.6396	585
82.799423376	607.996948242188	2	31.9454	543
83.1074174560002	961.9052	2	17.1016	588
83.681053968	1076.0813	2	12.3612	468
83.8749005920002	957.479125976563	2	12.8765	401
85.5329803690002	736.40625	2	18.5389	371
86.0081549449998	619.069702148438	2	26.9792	376
87.9471709759998	409.180114746094	2	43.0683	404
88.2285885760002	686.9973	2	23.124	449
91.3619728330002	432.885375976563	2	41.2257	358
91.876873296	432.8851	3	35.232	395
92.3968552159998	677.1978	2	28.5977	485
92.695480449	1020.8841	3	14.553	631
94.377286896	754.312805175781	2	26.6009	564
96.0231465439998	574.303527832031	3	33.8825	487
96.9336032800002	573.968811035156	3	41.8111	480
98.9379442720002	1003.3297	2	16.4615	622
102.417601296	624.139099121094	2	30.3282	562
102.95587328	607.745056152344	2	30.7414	539
103.497609008	473.146728515625	2	42.2334	386
105.083788368	1018.30981445313	2	15.7102	673
107.837363377	1208.02368164063	3	9.60473	478
108.383384033	607.996459960938	4	31.5374	588
108.934850544	911.850463867188	2	15.6563	478
109.179826528	607.745788574219	3	31.2592	482
110.475412528	341.017883300781	2	58.3283	344
111.719511072	424.218231201172	2	35.8928	431
112.606992912	607.746215820313	4	35.3216	520
117.084638768	566.987121582031	2	60.4522	429
119.128365392	604.934326171875	2	46.298	451
119.655024	413.2003	2	47.491	383
125.656354641	928.617248535156	2	18.6418	568
128.035644144	549.135803222656	3	46.356	495
128.954369105	1052.59411621094	2	15.0999	590
129.271249985	1074.95458984375	2	15.0512	555
129.834357313	958.856323242188	2	18.5779	548
130.386409361	476.1747	2	38.1755	355
132.002555425	864.2477	3	23.7076	583
132.554962272	621.3105	3	30.5397	493
133.099874672	792.393981933594	2	18.9163	378
134.664018448	342.1953125	2	39.7652	361
138.092670768	743.1958	2	29.0061	526
140.107497553	640.09326171875	2	31.8882	512
142.836433281	549.135925292969	2	39.9486	417
145.156755696	1099.1935	2	11.6144	515
146.808469057	607.2668	2	24.9665	406
148.39255984	607.2103	2	33.0361	544
149.301947665	367.169616699219	2	37.6815	410
150.546383504	523.234924316406	3	41.9904	485
156.910615168	1053.49	2	16.1119	584
159.657059408	447.658477783203	2	40.9549	352
162.362876176	587.088623046875	2	33.4098	410
163.931079233	974.064758300781	2	16.215	620
167.415383409	460.260375976563	2	32.1058	454
169.029231073	621.119262695313	2	37.1466	492
173.190251153	504.264068603516	2	26.4602	411
175.49956824	900.053833007813	2	18.9524	656
176.789191409	345.721	2	25.4779	369
182.037671536	479.183013916016	2	46.8916	469
182.317577968	1044.34582519531	3	14.7036	634
182.76828376	630.176818847656	2	39.11	541
186.225498416	359.028411865234	2	39.5883	375
188.904644432	546.143981933594	2	41.2678	471
189.111642816	992.5309	3	12.074	448
191.866829552	1193.47387695313	3	8.98586	563
192.787442481	610.184326171875	2	31.8636	492
194.034274496	1177.7080078125	2	8.9648	574
194.346797824	1001.4798	2	15.8373	674
195.295253185	1134.75268554688	2	11.2645	565
195.844937761	531.124938964844	2	42.545	426
197.437199121	714.6918	2	26.7269	566
199.077162304	1167.693359375	3	9.64883	552
199.630363856	548.148315429688	2	38.2409	484
202.348840448	865.174255371094	2	18.0033	563
202.620999008	729.5707	2	24.9272	570
204.2903292	577.164367675781	2	42.7588	533
205.923133744	707.0134	2	24.4545	560
207.568500112	595.155	2	31.2184	487
208.4508256	1006.6082	2	13.2917	622
208.694949809	977.8811	3	13.4101	557
209.637950321	791.074462890625	2	25.4608	651
209.95318592	981.65	2	14.3859	675
211.995371697	679.299926757813	3	26.6383	574
215.472047425	409.180236816406	3	42.8879	432
217.45688016	598.129	2	35.3856	472
220.16231296	381.2403	2	34.6788	406
220.45594536	1009.84893798828	3	15.1929	698
221.032056336	435.0751953125	2	43.0946	423
221.548830736	358.190155029297	2	40.5317	371
222.433790144	868.561462402344	2	19.6227	692
223.726609248	468.238891601563	2	35.6994	318
224.538858384	557.061767578125	2	42.2788	504
229.807875216	754.313171386719	2	24.0669	462
231.035569136	625.186340332031	3	31.2423	478
231.525222769	341.689636230469	2	32.3388	314
231.813352113	352.238006591797	3	26.9064	371
232.356173377	996.695	2	15.1465	698
233.652512881	435.521606445313	2	35.6144	353
235.983862496	409.234039306641	2	33.4194	387
237.210178528	416.174865722656	3	47.8391	397
238.464031696	607.996765136719	2	21.8377	463
240.761380433	409.180389404297	2	35.3116	424
241.65087048	664.936889648438	2	29.5282	562
243.29179464	379.169677734375	2	46.2252	416
246.721711072	607.7452	4	27.8782	533
248.333432048	350.215759277344	2	33.1879	354
249.216038128	604.933959960938	2	53.8717	555
