MS:1000894_[sec]	MS:1000285
2.04960672	4769.7363
27.29424672	27467722
46.861506	27715098
66.436326	28415898
83.6355636	222326.38
89.1473436	52834.359
94.6002636	85501.93
100.0443024	101511.48
105.4895436	786629.5
110.9427624	60732.137
116.3875824	49664.363
121.8921012	30988.604
127.4722812	17832.117
134.2873872	26120546
159.4645884	29879028
179.0397684	27847766
198.6291072	30266512
218.3018472	28006940
235.5004224	27523.023
242.3759472	30549470
259.5772836	18869.037
266.5036872	28595814
286.1458884	29368616
305.6531472	31004246
322.8446412	21102.479
329.6752272	34118840
349.1826084	29765158
368.824212	27643428
388.489104	25909142
408.146292	27347928
427.848552	27404166
447.611112	26486620
467.29854	27621912
487.1052	26734026
506.73258	28082348
523.924272	73113.781
530.8677	28117258
556.479432	28235342
576.08406	27270570
595.786464	24076640
615.57156	27988774
635.370912	24313504
655.080624	28124330
674.76798	27772498
694.34334	29353408
714.037464	28538244
731.22984	39486.793
738.32238	26761108
763.859592	25912488
783.6516	23672638
803.414124	24226678
823.18356	25541642
842.95386	26419586
862.70058	25812484
882.365112	29573384
902.05254	29549250
919.251468	67541.406
926.224632	29500438
951.559272	25022246
971.262252	26311838
990.979092	26576550
1010.718864	26087688
1030.45068	27349522
1050.11568	27818274
1069.795332	26558688
1089.445284	25869844
1109.20716	38875288
1128.84966	36046460
1148.43168	34972864
1168.02954	30817728
1187.634132	31185336
1207.171044	28798574
1226.836152	27852546
1246.613364	27735608
1266.202584	26969344
1285.972704	27547636
1305.704664	26800392
1325.33226	28682836
1344.959064	28655328
1364.519664	27004682
1384.169004	28389074
1403.96868	26566776
1423.70802	26263024
1443.515652	28498680
1463.293044	28348370
1482.980112	29210488
1502.65944	28060206
1522.407564	26096124
1542.154464	26731724
1561.871664	26808340
1581.626232	25440258
1601.291484	28090154
1621.060452	24790134
1640.75562	27801260
1660.29318	34666096
1680.02496	32445052
1699.824492	23564912
1719.602424	27957478
1739.341944	24162374
1756.546812	17533.947
1763.633592	23761230
1789.268364	28595218
1809.001332	27796692
1828.7253	28421162
1848.457944	28129028
1868.18976	26711304
1887.8994	27553142
1905.0993	242994.97
1912.147884	28082160
1929.346812	40910.305
1934.791128	76081.289
1941.74928	28802318
1958.94864	98568.562
1964.400372	55003.766
1969.845192	80124.898
1976.863752	26743394
1994.063292	23993.061
2001.0204	31127300
2027.06154	653914
2034.027972	28677896
2053.715652	27371086
2073.417624	30127304
2090.616768	6697.2373
2097.597204	30118508
2117.359404	24312288
2137.098672	28262356
2156.733432	26135536
2173.933548	14748.287
2180.869092	27370686
2198.068092	24394.863
2205.06282	27386512
2224.86264	28828476
2244.519792	27888220
2264.229612	27424080
2283.901812	27501546
2303.581824	26839796
2323.246284	29199496
2342.926584	29929648
2360.125692	25556.021
2367.226152	27745198
2393.190792	32009538
2412.93762	26405160
2432.677824	24984180
2452.289652	28421484
2471.93226	25979632
2491.56702	28412474
2511.239292	29523150
2528.438148	27297.646
2535.305904	29815016
2560.625604	26693500
2580.328152	26995044
2600.08272	27440368
2619.852912	26623390
2637.045432	42721.48
2644.070004	29157846
2663.76474	27309432
2683.437012	28940276
2703.191472	28114358
2720.38356	71148.883
2727.498492	23603256
2747.11068	27040000
2766.850452	25559838
2786.620644	26521764
2806.36002	25857728
2823.552432	60828.215
2830.59252	29098042
2850.279912	28676890
2869.952184	28285110
2889.677124	28506038
2909.409012	26017252
2929.193964	27505888
2948.760612	27699208
2968.485372	25339666
2988.202644	29620496
3007.875384	28697618
3027.607524	25362784
3047.406804	26052358
3067.20702	25019404
3086.946324	25785480
3106.716552	26669026
3126.478644	30398160
3146.173452	29454218
3165.853212	28308686
3185.6454	26693010
3205.437192	26382922
3225.132	27633462
3244.804272	26943480
3264.491484	28885824
3281.690052	33711.082
3288.731544	23434574
3314.096244	23859656
3333.903552	25916372
3353.598432	27540940
3373.352892	26281062
3393.122292	24335906
3412.757592	27202524
3432.489192	27529968
3452.19948	29134144
3471.931764	27070972
3491.679204	28193780
3511.388232	25671984
3531.158064	24857072
3550.852692	26529700
3570.510492	28333296
3587.708628	84513.219
3594.682152	27502552
3620.08476	25963776
3639.77136	26181816
3659.46696	26132450
3679.09416	27969460
3698.856	28443418
3718.51308	30343962
3735.71244	257897.7
3742.6482	37486444
3759.84792	49715.641
3765.29184	83484.43
3772.31724	27587646
3789.51768	95256.664
3795.03648	54429.457
3800.48868	99749.578
3807.44676	25828196
3824.64612	40752.055
3831.66468	29644906
3856.92372	30537304
3876.6636	28616736
3896.4258	26973638
3913.62588	856657.12
3920.62824	29355590
3940.32312	27730158
3960.02484	26356050
3977.2242	48438.492
3984.30252	25725408
4001.50188	13554.473
4008.45924	29420060
4028.15376	27446016
4047.84864	29147176
4067.57412	28613522
4084.76484	14748.643
4091.63328	28875706
4111.25292	27887680
4130.9028	30207314
4150.59768	29813396
4170.21696	32404294
4187.40912	25136.484
4194.4716	31692168
4211.67096	20715.637
4218.72696	31701246
4238.51148	31699148
4258.16136	30817962
4277.826	29172548
4297.60332	31294412
4317.17796	31771018
4336.8804	26814902
4356.61992	26384590
4376.322	25469142
4395.942	26056832
4415.47884	25986250
4435.14348	27293038
4454.8308	23223422
4474.5336	26971862
4494.19788	26703886
4513.923	28432338
4533.5952	30508902
4553.2602	32084982
4572.91692	30770344
4592.65716	31108304
4612.23936	31564062
4629.43872	52740.805
4636.47096	31631386
4662.30096	32189234
4681.9134	31044604
4701.54024	32450786
4721.19732	31139920
4740.8922	30455220
4760.48952	28922568
4780.17648	28461264
4799.73672	29093334
4819.45392	27120288
4836.65436	84443.758
4843.49076	23520968
4869.77796	26005288
4889.46564	27122664
4909.25736	27710886
4928.9004	28407674
4946.09112	64950.152
4953.18492	28867820
4972.87152	26682186
4992.5664	28277848
5012.37396	28201066
5032.09152	29198792
5051.76372	32843636
5071.42836	31753154
5088.62736	3849.6567
5095.71324	27948826
5115.37716	27470072
5135.10984	26805722
5154.90984	24409762
5172.10848	11145.827
5179.12632	26661980
5198.82912	27067148
5218.52328	29929426
5238.30816	28244704
5258.00304	31011454
5277.6378	29914340
5297.19048	29809390
