MS:1000894_[sec]	MS:1000285	S/N	peak_count
0.0347180976	76319	1.24397	20
0.4532121	67085336	18.3318	945
0.78321012	68810112	18.8333	943
1.1133321	75754464	21.7877	902
2.33793912	62979552	18.3237	918
2.74268412	67816856	18.6278	964
3.28866912	78180936	19.5089	1027
3.61842612	64428652	18.3421	944
3.94841112	73594056	20.3675	943
4.2781641	82130552	20.0138	1062
4.6077771	71150048	19.9821	926
5.01252108	73693792	18.5584	997
5.41739808	74597944	20.4811	905
5.74726908	68589664	18.8242	935
6.0772662	68867288	18.6511	902
6.4820022	69451552	19.3591	957
6.812004	68713952	18.2375	956
7.1418678	74621664	18.498	1039
7.5466218	73513544	19.0262	1016
7.87611	71992656	18.8193	999
8.2808592	95750440	24.0334	988
8.6106102	82710704	23.0237	911
8.940603	80879088	19.2879	1031
9.2706018	72230816	18.3186	1022
9.6004692	66264172	17.1042	1073
9.929844	63213400	17.1954	1004
10.3349622	75864952	19.6159	968
10.7398278	64622032	17.4509	973
11.0693268	66145644	18.1853	987
11.3990712	67706264	17.9233	958
11.7288192	72134096	18.8976	1028
12.058803	93386328	24.0416	950
12.4637988	62710196	17.4713	948
12.8691798	65535200	18.5977	944
13.1990472	71342408	18.9837	950
13.5289182	74981096	19.7284	999
13.8582822	64938008	17.9843	963
14.1877848	65966620	17.6159	992
14.5926468	77695496	21.1748	934
14.922399	69756960	18.8394	1013
15.25227	73233352	19.5832	963
15.5823828	64975584	18.4157	989
15.987261	71128680	18.6826	987
16.317123	76053600	19.3099	1037
16.6468722	67412176	19.5654	919
16.9766148	71898920	20.0541	970
17.306496	68969576	18.979	960
17.6364852	60126444	17.7199	971
17.9664762	71477064	19.2954	945
18.2962308	71868224	18.1844	1026
18.6262188	69887240	18.7022	969
18.956223	81564168	19.6017	1045
19.361208	76344560	21.1941	928
19.913202	70490640	17.584	1034
20.2429548	78854568	18.5778	1049
20.572827	88226088	20.396	1062
20.977572	82742352	20.6109	949
21.307308	77978392	17.3203	1041
21.6373062	80356288	19.2174	1099
21.9671742	74456480	19.3532	990
22.2970452	77470856	19.3865	996
22.7019222	66489168	17.3845	1047
23.1045378	91531424	20.9647	953
23.434413	69887064	17.6251	989
23.7644022	77905168	18.7653	1038
24.094404	70319000	17.3183	1035
24.4242762	85836952	21.1344	1004
24.7525212	77051992	18.7194	969
25.082643	68636680	17.2188	999
25.412388	73443464	20.2549	960
25.74225	69694456	17.7098	1032
26.2388742	66162408	18.3483	975
26.6652462	68620136	18.0495	1013
26.995242	64528304	17.5449	987
27.3251052	62182772	18.3854	914
27.6549858	61696036	18.9984	883
27.9849792	65871496	18.1981	960
28.314849	60887820	18.2995	899
28.644846	66578116	17.711	991
28.974717	71260048	18.251	1009
29.304462	71179096	18.247	1034
29.6338338	71635640	18.3604	992
29.96382	74719072	20.166	925
30.2938218	77053608	19.8672	984
30.6236922	65702204	18.6642	960
30.9536898	81081224	21.6403	944
31.2836778	72362936	18.2119	975
31.6135572	68731272	18.0375	980
32.0185422	66611344	17.8922	1011
32.5682952	60724044	17.0362	970
32.9730342	66811584	18.0764	969
33.468657	65378412	16.7418	1050
34.0560168	63145820	17.8628	938
34.461018	62955480	17.9302	935
35.0157618	63101392	18.3276	910
35.3455092	68149496	18.5516	945
35.6754942	74057064	18.8108	978
36.0054912	72319280	18.795	1002
36.4102428	73885264	19.4912	971
36.7397322	80581744	20.8716	942
37.0696122	81569704	19.8144	1016
37.4743458	72393552	19.1722	981
37.8039762	75067648	18.5042	1015
38.1338382	72848104	18.4541	1014
38.5388418	91057632	23.3875	957
38.868588	71927528	17.4668	1063
39.1987068	78991272	20.7243	948
39.528579	76028048	20.0739	948
39.9335652	82240056	20.3129	1001
40.338435	70294032	19.2792	942
40.743429	78760616	18.8035	1026
41.172048	67539888	17.8033	1009
41.5014192	68350296	18.3891	958
41.8312902	62079484	18.127	922
42.16116	69903096	18.1552	1045
42.491031	63768560	18.5488	913
42.8961498	68556400	18.5982	974
43.225908	73245792	19.9	958
43.5556428	77004808	19.2781	986
43.9603872	60433268	17.459	956
44.2901412	70695232	18.2209	989
44.695002	70743024	18.9195	972
45.0998712	83676752	20.455	991
45.4297542	64543852	18.2546	918
45.7596138	64652764	17.7316	962
46.0894872	68272432	19.3519	973
46.419354	73332360	20.3829	931
46.7491008	70683824	19.5626	935
47.1541032	71643784	19.7718	928
47.483841	69556184	18.8476	970
47.8138452	80294328	20.3607	961
48.1437102	85202704	21.5732	950
48.473835	79532816	19.8554	983
48.8036988	68531856	17.6027	994
49.1338272	75925592	19.3993	1006
49.5385638	64863508	18.023	926
49.8680598	75219536	18.8352	1019
50.1979302	68349776	19.0317	934
50.527425	67473312	18.6871	943
50.856921	60176184	18.6039	913
51.186792	69772560	19.2914	949
